,0
4435,"""No cluster in current Unigene and no Genbank entry for T81460 (qualifier T81460_i)"""
4436,"""No cluster in current Unigene and no Genbank entry for T81492 (qualifier T81492_f)"""
4437,"""No cluster in current Unigene and no Genbank entry for T81492 (qualifier T81492_i)"""
4438,"""No cluster in current Unigene and no Genbank entry for T82459 (qualifier T82459)"""
4439,"""No cluster in current Unigene and no Genbank entry for T82459 (qualifier T82459)"""
4440,"""INTER-ALPHA-TRYPSIN INHIBITOR COMPLEX COMPONENT II PRECURSOR"""
4441,"""Humig mRNA"""
4442,"""MCP Membrane cofactor protein (CD46, trophoblast-lymphocyte cross-reactive antigen)"""
4443,"""ESTs, Moderately  similar to CALPAIN P94, LARGE [Homo sapiens]"""
4444,"""ESTs, Moderately  similar to FIBROBLAST GROWTH FACTOR RECEPTOR BFR-2 PRECURSOR [Homo sapiens]"""
4445,"""ESTs, Highly  similar to SYNAPTIC VESICLE PROTEIN 2 [Rattus norvegicus]"""
4446,"""No cluster in current Unigene and no Genbank entry for T83887 (qualifier T83887)"""
4447,"""ESTs"""
4448,"""No cluster in current Unigene and no Genbank entry for T83942 (qualifier T83942)"""
4449,"""FCGR2A Fc fragment of IgG, low affinity IIa, receptor for (CD32)"""
4450,"""ESTs"""
4451,"""POU2F1 POU domain, class 2, transcription factor 1"""
4452,"""RPL27 Ribosomal protein L27"""
4453,"""ER LUMEN PROTEIN RETAINING RECEPTOR 1"""
4454,"""No cluster in current Unigene and no Genbank entry for T84099 (qualifier T84099_f)"""
4455,"""No cluster in current Unigene and no Genbank entry for T84099 (qualifier T84099_i)"""
4456,"""Phosphorylase-kinase, beta subunit"""
4457,"""Amplaxin (EMS1) mRNA"""
4458,"""PF4 Platelet factor 4"""
4459,"""COX6C Cytochrome c oxidase subunit VIc"""
4460,"""PRTN3 Proteinase 3 (serine proteinase, neutrophil, Wegener granulomatosis autoantigen)"""
4461,"""ESTs, Highly  similar to METHYLATED-DNA--PROTEIN-CYSTEINE METHYLTRANSFERASE [Homo sapiens]"""
4462,"""ESTs, Highly  similar to PUTATIVE SERINE/THREONINE-PROTEIN KINASE EMK [Mus musculus]"""
4463,"""ESTs"""
4464,"""No cluster in current Unigene and no Genbank entry for T86173 (qualifier T86173)"""
4465,"""ESTs"""
4466,"""EST"""
4467,"""Nuclear orphan receptor LXR-alpha mRNA"""
4468,"""No cluster in current Unigene and no Genbank entry for T86444 (qualifier T86444)"""
4469,"""No cluster in current Unigene and no Genbank entry for T86469 (qualifier T86469)"""
4470,"""No cluster in current Unigene and no Genbank entry for T86482 (qualifier T86482)"""
4471,"""APLP2 Amyloid beta (A4) precursor-like protein 2"""
4472,"""ESTs, Highly  similar to INTER-ALPHA-TRYPSIN INHIBITOR COMPLEX COMPONENT II PRECURSOR [Homo sapiens]"""
4473,"""SLC4A1 Solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3)"""
4474,"""ESTs"""
4475,"""PI Protease inhibitor 1 (anti-elastase), alpha-1-antitrypsin"""
4476,"""Butyrophilin (BTF5) mRNA"""
4477,"""No cluster in current Unigene and no Genbank entry for T86914 (qualifier T86914)"""
4478,"""ARL1 ADP-ribosylation factor like 1"""
4479,"""No cluster in current Unigene and no Genbank entry for T86932 (qualifier T86932)"""
4480,"""ESTs, Highly  similar to RAB GDP DISSOCIATION INHIBITOR ALPHA [Bos taurus]"""
4481,"""APOB Apolipoprotein B"""
4482,"""No cluster in current Unigene and no Genbank entry for T87800 (qualifier T87800)"""
4483,"""APOB Apolipoprotein B"""
4484,"""ESTs"""
4485,"""54 kDa protein mRNA"""
4486,"""RPL3 Ribosomal protein L3"""
4487,"""VDAC1 Voltage-dependent anion channel 1"""
4488,"""ESTs, Highly similar to XMP [H.sapiens]"""
4489,"""UBA52 Ubiquitin A-52 residue ribosomal protein fusion product 1"""
4490,"""PKU-alpha, partial cds"""
4491,"""COT Proto-oncogene c-cot (protein-serine/threonine kinase)"""
4492,"""Seven in absentia homolog mRNA"""
4493,"""Seven in absentia homolog mRNA"""
4494,"""ESTs, Highly  similar to POTASSIUM CHANNEL PROTEIN KV2.1 [Rattus norvegicus]"""
4495,"""ESTs, Weakly similar to GOLIATH PROTEIN [Drosophila melanogaster]"""
4496,"""CCND1 Cyclin D1 (PRAD1; parathyroid adenomatosis 1)"""
4497,"""CCND1 Cyclin D1 (PRAD1; parathyroid adenomatosis 1)"""
4498,"""No cluster in current Unigene and no Genbank entry for T89422 (qualifier T89422)"""
4499,"""Farnesol receptor HRR-1 (HRR-1) mRNA"""
4500,"""ESTs"""
4501,"""ESTs, Highly  similar to INTERLEUKIN-6 RECEPTOR BETA CHAIN PRECURSOR [Homo sapiens]"""
4502,"""Inducible poly(A)-binding protein mRNA"""
4503,"""PLAU Plasminogen activator, urokinase"""
4504,"""TUBB Beta-tubulin"""
4505,"""No cluster in current Unigene and no Genbank entry for T89980 (qualifier T89980)"""
4506,"""TNF receptor associated factor 6 (TRAF6) mRNA"""
4507,"""No cluster in current Unigene and no Genbank entry for T90192 (qualifier T90192)"""
4508,"""Transcription factor Stat5b (stat5b) mRNA"""
4509,"""RPN2 Ribophorin II"""
4510,"""ESTs"""
4511,"""PTB-ASSOCIATED SPLICING FACTOR"""
4512,"""No cluster in current Unigene and no Genbank entry for T90444 (qualifier T90444)"""
4513,"""ESTs"""
4514,"""ESTs, Weakly similar to hypothetical protein [H.sapiens]"""
4515,"""ESTs, Highly  similar to LYMPHOCYTE-SPECIFIC PROTEIN LSP1 [Homo sapiens]"""
4516,"""ESTs, Highly  similar to PUTATIVE RECEPTOR PROTEIN [Homo sapiens]"""
4517,"""No cluster in current Unigene and no Genbank entry for T90736 (qualifier T90736)"""
4518,"""No cluster in current Unigene and no Genbank entry for T90736 (qualifier T90736)"""
4519,"""SOX4 SRY (sex determining region Y)-box 4"""
4520,"""No cluster in current Unigene and no Genbank entry for T90789 (qualifier T90789)"""
4521,"""ESTs, Highly  similar to PROLIFERATING-CELL NUCLEOLAR ANTIGEN P120 [Homo sapiens]"""
4522,"""ESTs, Highly  similar to PROLIFERATING-CELL NUCLEOLAR ANTIGEN P120 [Homo sapiens]"""
4523,"""ADP-ribosylation factor-like protein 4 mRNA"""
4524,"""EST"""
4525,"""ALB Albumin"""
4526,"""ESTs, Highly  similar to INSULIN-INDUCED GROWTH RESPONSE PROTEIN CL-4 [Rattus norvegicus]"""
4527,"""AXL AXL receptor tyrosine kinase"""
4528,"""No cluster in current Unigene and no Genbank entry for T91121 (qualifier T91121)"""
4529,"""No cluster in current Unigene and no Genbank entry for T91160 (qualifier T91160_f)"""
4530,"""ESTs, Highly  similar to ANION EXCHANGE PROTEIN 2 [Mus musculus]"""
4531,"""No cluster in current Unigene and no Genbank entry for T91510 (qualifier T91510_i)"""
4532,"""CD44 CD44 antigen (homing function and Indian blood group system)"""
4533,"""No cluster in current Unigene and no Genbank entry for T91760 (qualifier T91760)"""
4534,"""ESTs"""
4535,"""No cluster in current Unigene and no Genbank entry for T91954 (qualifier T91954)"""
4536,"""METALLOPROTEINASE INHIBITOR 3 PRECURSOR"""
4537,"""METALLOPROTEINASE INHIBITOR 3 PRECURSOR"""
4538,"""METALLOPROTEINASE INHIBITOR 3 PRECURSOR"""
4539,"""UGB Uteroglobin"""
4540,"""PROTEASOME IOTA CHAIN"""
4541,"""M130 antigen"""
4542,"""EST"""
4543,"""26-kDa cell surface protein TAPA-1 mRNA"""
4544,"""ESTs, Highly  similar to LIPOATE-PROTEIN LIGASE A [Escherichia coli]"""
4545,"""EGR1 Early growth response protein 1"""
4546,"""C1S Complement component 1, s subcomponent"""
4547,"""No cluster in current Unigene and no Genbank entry for T93295 (qualifier T93295)"""
4548,"""ESTs, Highly  similar to GTP-BINDING PROTEIN SARA [Mus musculus]"""
4549,"""EST"""
4550,"""No cluster in current Unigene and no Genbank entry for T93888 (qualifier T93888_f)"""
4551,"""TISSUE FACTOR PATHWAY INHIBITOR 2 PRECURSOR"""
4552,"""TISSUE FACTOR PATHWAY INHIBITOR 2 PRECURSOR"""
4553,"""PMP22 Peripheral myelin protein 22"""
4554,"""PMP22 Peripheral myelin protein 22"""
4555,"""ESTs"""
4556,"""EST"""
4557,"""Inward rectifier potassium channel (Kir1.3)"""
4558,"""Inward rectifier potassium channel (Kir1.3)"""
4559,"""TISSUE FACTOR PATHWAY INHIBITOR PRECURSOR"""
4560,"""CPE Carboxypeptidase E"""
4561,"""FGFR2 Fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)"""
4562,"""ESTs, Highly similar to serine/threonine protein kinase Krs-2 [H.sapiens]"""
4563,"""Cancellous bone osteoblast mRNA for serin protease with IGF-binding motif"""
4564,"""IL1BC Interleukin 1, beta, convertase"""
4565,"""GNB1 Guanine nucleotide binding protein (G protein), beta polypeptide 1"""
4566,"""No cluster in current Unigene and no Genbank entry for T95291 (qualifier T95291)"""
4567,"""No cluster in current Unigene and no Genbank entry for T95509 (qualifier T95509)"""
4568,"""No cluster in current Unigene and no Genbank entry for T95509 (qualifier T95509)"""
4569,"""ESTs, Weakly similar to similar to pig tubulin-tyrosine ligase. [H.sapiens]"""
4570,"""ESTs"""
4571,"""APOH Apolipoprotein H"""
4572,"""No cluster in current Unigene and no Genbank entry for T96364 (qualifier T96364)"""
4573,"""Enteric smooth muscle gamma-actin gene, 5' flank and"""
4574,"""ESTs, Highly  similar to HLA CLASS II HISTOCOMPATIBILITY ANTIGEN, DX BETA CHAIN PRECURSOR [Homo sapiens]"""
4575,"""No cluster in current Unigene and no Genbank entry for T96816 (qualifier T96816_f)"""
4576,"""INTERFERON-ALPHA/BETA RECEPTOR ALPHA CHAIN PRECURSOR"""
4577,"""Mitochondrial short-chain enoyl-CoA hydratase"""
4578,"""ESTs"""
4579,"""ESTs, Moderately  similar to RENAL TRANSCRIPTION FACTOR KID-1 [Rattus norvegicus]"""
4580,"""No cluster in current Unigene and no Genbank entry for T97181 (qualifier T97181)"""
4581,"""ESTs"""
4582,"""ITGB4 Integrin beta-4 subunit"""
4583,"""PROS1 Plasma protein S """
4584,"""INPP1 Inositol polyphosphate-1-phosphatase"""
4585,"""ESTs, Highly  similar to PROLIFERATING-CELL NUCLEOLAR ANTIGEN P120 [Homo sapiens]"""
4586,"""ESTs, Highly  similar to PLACENTAL FOLATE TRANSPORTER [Homo sapiens]"""
4587,"""ESTs, Highly  similar to PLACENTAL FOLATE TRANSPORTER [Homo sapiens]"""
4588,"""ESTs, Weakly similar to mitogen inducible gene mig-2 [H.sapiens]"""
4589,"""No cluster in current Unigene and no Genbank entry for T97948 (qualifier T97948)"""
4590,"""ESTs, Highly  similar to CYTOCHROME P450 IVF3 [Homo sapiens]"""
4591,"""ESTs, Moderately similar to MIXED LINEAGE KINASE 2 [H.sapiens]"""
4592,"""ESTs, Highly  similar to PLASMA SERINE PROTEASE INHIBITOR PRECURSOR [Homo sapiens]"""
4593,"""LTBP1 Latent transforming growth factor beta binding protein 1"""
4594,"""ESTs, Highly similar to myocyte enhancer-binding factor 2 MEF2 [H.sapiens]"""
4595,"""ELP-1 mRNA sequence"""
4596,"""PRE-B-CELL LEUKEMIA TRANSCRIPTION FACTOR-3"""
4597,"""No cluster in current Unigene and no Genbank entry for T98925 (qualifier T98925)"""
4598,"""ACYLPHOSPHATASE, ORGAN-COMMON TYPE ISOZYME"""
4599,"""CALGRANULIN A"""
4600,"""ESTs"""
4601,"""No cluster in current Unigene and no Genbank entry for T99380 (qualifier T99380_f)"""
4602,"""No cluster in current Unigene and no Genbank entry for T99380 (qualifier T99380_i)"""
4603,"""EST"""
4604,"""EST"""
4605,"""EST, Highly similar to PROTEIN-TYROSINE PHOSPHATASE BETA PRECURSOR [H.sapiens]"""
4606,"""EST, Highly similar to PROTEIN-TYROSINE PHOSPHATASE BETA PRECURSOR [H.sapiens]"""
4607,"""No cluster in current Unigene and no Genbank entry for T99478 (qualifier T99478)"""
4608,"""No cluster in current Unigene and no Genbank entry for T99498 (qualifier T99498)"""
4609,"""No cluster in current Unigene and no Genbank entry for T99498 (qualifier T99498_i)"""
4610,"""No cluster in current Unigene and no Genbank entry for T99532 (qualifier T99532)"""
4611,"""SPARC SPARC/osteonectin"""
4612,"""CDC27 Cell division cycle 27"""
4613,"""BCL6 B cell lymphoma protein 6 (zinc finger protein 51)"""
4614,"""PLK mRNA"""
4615,"""ITPR3 Inositol 1,4,5-triphosphate receptor, type 3"""
4616,"""G6PT Glucose-6-phosphatase"""
4617,"""Soluble vascular endothelial cell growth factor receptor (sflt) mRNA"""
4618,"""ABR Active BCR-related gene"""
4619,"""GLP1R Glucagon-like peptide 1 receptor"""
4620,"""FBLN1 Fibulin 1"""
4621,"""Annexin V (ANX5) gene, 5'-untranslated region"""
4622,"""MAP2 Microtubule-associated protein 2"""
4623,"""Nucleotide-binding protein mRNA"""
4624,"""Heterogeneous nuclear ribonucleoprotein D (hnRNP D), partial cds, clone cDx4"""
4625,"""Sterol regulatory element binding protein-2 mRNA"""
4626,"""ATP1AL1 ATP-driven ion pump"""
4627,"""Guanine nucleotide regulatory protein (tim1) mRNA"""
4628,"""PAX3 Paired box homeotic gene 3"""
4629,"""FKHR Homolog 1 of Drosophila forkhead (rhabdomyosarcoma)"""
4630,"""HGL Heregulin alpha"""
4631,"""HGL Heregulin alpha"""
4632,"""HGL Heregulin alpha"""
4633,"""LTB4H Leukotriene B4 omega hydroxylase (cytochrome P450, subfamily IVF)"""
4634,"""LTB4H Leukotriene B4 omega hydroxylase (cytochrome P450, subfamily IVF)"""
4635,"""COL4A3 Collagen, type IV, alpha 3"""
4636,"""RP3 mRNA"""
4637,"""RP3 mRNA"""
4638,"""CDC42 GTPase-activating protein mRNA, partial cds"""
4639,"""Transducin-like protein mRNA"""
4640,"""Transducin-like protein mRNA"""
4641,"""TFIIIC Box B-binding subunit mRNA"""
4642,"""Calcium-activated potassium channel mRNA, partial cds"""
4643,"""Protein tyrosine kinase mRNA"""
4644,"""Growth factor receptor tyrosine kinase (STK-1) mRNA"""
4645,"""Rolipram-sensitive 3',5'-cyclic AMP phosphodiesterase mRNA"""
4646,"""Hyaluronoglucosaminidase 1 (HYAL1) mRNA"""
4647,"""Hyaluronoglucosaminidase 1 (HYAL1) mRNA"""
4648,"""Ca2+-dependent phospholipase A2 mRNA"""
4649,"""Ca2+-dependent phospholipase A2 mRNA"""
4650,"""CTNNA1 Catenin (cadherin-associated protein), alpha 1 (102kD)"""
4651,"""B4-2 protein mRNA"""
4652,"""CDKN1A Cyclin-dependent kinase inhibitor 1A (p21, Cip1)"""
4653,"""CDKN1A Cyclin-dependent kinase inhibitor 1A (p21, Cip1)"""
4654,"""No cluster in current Unigene and no Genbank entry for U03187 (qualifier U03187_i)"""
4655,"""FBN2 Fibrillin 2"""
4656,"""T-complex protein 10A (TCP10A) mRNA"""
4657,"""ATP7B ATPase, Cu++ transporting, beta polypeptide (Wilson disease)"""
4658,"""Transcription factor LSF mRNA"""
4659,"""P47 LBC oncogene mRNA"""
4660,"""CYP1B1 Cytochrome P450 IB1 (dioxin-inducible)"""
4661,"""MAGE-3 antigen (MAGE-3) gene"""
4662,"""MAGE-3 antigen (MAGE-3) gene"""
4663,"""CHGA Chromogranin A (parathyroid secretory protein 1)"""
4664,"""Capping protein alpha mRNA, partial cds"""
4665,"""FLT3LG Fms-related tyrosine kinase 3 ligand"""
4666,"""No cluster in current Unigene and no Genbank entry for U03865 (qualifier U03865)"""
4667,"""HEAT SHOCK 70 KD PROTEIN 1"""
4668,"""Monocyte chemoattractant protein 1 receptor (MCP-1RA) alternatively spliced mRNA"""
4669,"""Inwardly rectifying K+ channel (ROMK1) mRNA"""
4670,"""GS2 mRNA"""
4671,"""Associated microfibrillar protein mRNA"""
4672,"""Homolog of Drosophila enhancer of split m9/m10 mRNA"""
4673,"""Putative potassium channel subunit (h-erg) mRNA"""
4674,"""PI5 Protease inhibitor 5 (maspin)"""
4675,"""CD86 CD86 antigen (CD28 antigen ligand 2, B7-2 antigen)"""
4676,"""Cyclooxygenase-2 (hCox-2) gene"""
4677,"""Cyclooxygenase-2 (hCox-2) gene"""
4678,"""No cluster in current Unigene and no Genbank entry for U04806 (qualifier U04806_f)"""
4679,"""No cluster in current Unigene and no Genbank entry for U04806 (qualifier U04806_i)"""
4680,"""No cluster in current Unigene and no Genbank entry for U04806 (qualifier U04806_i)"""
4681,"""Trophinin mRNA"""
4682,"""Onconeural ventral antigen-1 (Nova-1) mRNA"""
4683,"""Ini1 mRNA"""
4684,"""RORA RAR-related orphan receptor A"""
4685,"""RORA RAR-related orphan receptor A"""
4686,"""IARS Isoleucine-tRNA synthetase"""
4687,"""NTRK3 Neurotrophic tyrosine kinase, receptor, type 3 (TrkC)"""
4688,"""NTRK3 Neurotrophic tyrosine kinase, receptor, type 3 (TrkC)"""
4689,"""Rar protein mRNA"""
4690,"""Fetal Alz-50-reactive clone 1 (FAC1) mRNA"""
4691,"""IGA Immunoglobulin-associated alpha"""
4692,"""FMOD Fibromodulin"""
4693,"""X-linked PEST-containing transporter (XPCT) mRNA, partial cds"""
4694,"""CRYAA Crystallin alpha-A"""
4695,"""MANB Mannosidase alpha-B (lysosomal)"""
4696,"""Ribosomal protein S1 homolog mRNA, partial cds"""
4697,"""Ribosomal protein S1 homolog mRNA, partial cds"""
4698,"""Anion exchanger 3 brain isoform (bAE3) mRNA"""
4699,"""POU domain protein (Brn-3b) mRNA"""
4700,"""MLANA Differentiation antigen melan-A"""
4701,"""AMP-activated protein kinase (hAMPK) mRNA"""
4702,"""AMP-activated protein kinase (hAMPK) mRNA"""
4703,"""IEF SSP 9502 mRNA"""
4704,"""UDP glucuronosyltransferase mRNA, partial cds"""
4705,"""UDP glucuronosyltransferase mRNA, partial cds"""
4706,"""Keratinocyte lectin 14 (HKL-14) mRNA"""
4707,"""Keratinocyte lectin 14 (HKL-14) mRNA"""
4708,"""Neuronal kinesin heavy chain mRNA"""
4709,"""MUC5B Mucin 5, subtype B, tracheobronchial"""
4710,"""CYB561 Cytochrome B561"""
4711,"""Follistatin-related protein precursor mRNA"""
4712,"""RDS Retinal degeneration slow"""
4713,"""GRSF1 G-rich RNA sequence binding factor 1"""
4714,"""B lymphocyte serine/threonine protein kinase mRNA"""
4715,"""Protein kinase (zpk) mRNA"""
4716,"""Protein kinase (zpk) mRNA"""
4717,"""Inwardly rectifying potassium channel mRNA"""
4718,"""Inwardly rectifying potassium channel mRNA"""
4719,"""ISL1 ISL1 transcription factor, LIM/homeodomain, (islet-1)"""
4720,"""JNK3 alpha2 protein kinase (JNK3A2) mRNA"""
4721,"""NAD(H)-specific isocitrate dehydrogenase alpha subunit precursor mRNA"""
4722,"""HTK Hepatoma transmembrane kinase"""
4723,"""HTK Hepatoma transmembrane kinase"""
4724,"""Protein kinase (MLK-3) mRNA"""
4725,"""ERF-2 mRNA"""
4726,"""OPRD1 Opioid receptor, delta 1"""
4727,"""ALDH6 Aldehyde dehydrogenase 6 """
4728,"""Complement 8 alpha subunit (C8A) gene"""
4729,"""NF-ATc mRNA"""
4730,"""Cellular proto-oncogene (c-mer) mRNA"""
4731,"""Estrogen sulfotransferase mRNA, partial cds"""
4732,"""Estrogen sulfotransferase mRNA, partial cds"""
4733,"""FAS ANTIGEN LIGAND"""
4734,"""No cluster in current Unigene and no Genbank entry for U08191 (qualifier U08191)"""
4735,"""C8G Complement component 8, gamma polypeptide"""
4736,"""Basic helix-loop-helix transcription factor mRNA"""
4737,"""ADRBK1 Adrenergic, beta, receptor kinase 1"""
4738,"""No cluster in current Unigene and no Genbank entry for U08818 (qualifier U08818)"""
4739,"""No cluster in current Unigene and no Genbank entry for U08818 (qualifier U08818)"""
4740,"""UDP glucuronosyltransferase precursor (UGT2B15) mRNA"""
4741,"""TAR RNA binding protein (TRBP) mRNA"""
4742,"""N-methyl-D-aspartate receptor modulatory subunit 2A (hNR2A) mRNA"""
4743,"""Thymopoietin gamma mRNA"""
4744,"""Fibroblast activation protein mRNA"""
4745,"""COL19A1 Collagen, type XIX, alpha 1"""
4746,"""PINCH protein mRNA"""
4747,"""PINCH protein mRNA"""
4748,"""Placenta LERK-2 (EPLG2) mRNA"""
4749,"""Variant urokinase plasminogen activator receptor (uPAR2) mRNA,  partial cds"""
4750,"""ZNF140 Zinc finger protein 140 (clone pHZ-39)"""
4751,"""ZNF132 Zinc finger protein 132 (clone pHZ-12)"""
4752,"""ZNF135 Zinc finger protein 135 (clone pHZ-17)"""
4753,"""ZNF137 Zinc finger protein 137 (clone pHZ-30)"""
4754,"""Clone 53BP1 p53-binding protein mRNA, partial cds"""
4755,"""Clone 53BP1 p53-binding protein mRNA, partial cds"""
4756,"""Serine kinase mRNA"""
4757,"""Bcl2, p53 binding protein Bbp/53BP2 (BBP/53BP2) mRNA"""
4758,"""GARS Glycyl-tRNA synthetase"""
4759,"""NFKB2 Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)"""
4760,"""ADH7 Alcohol dehydrogenase 7 sigma subunit (class IV)"""
4761,"""Carnitine palmitoyltransferase (CPT1) mRNA"""
4762,"""Cysteine-rich heart protein (hCRHP) mRNA"""
4763,"""ZNF173 Acid finger protein ZNF173"""
4764,"""ZNF139 Zinc finger protein 139 (clone pHZ-37)"""
4765,"""ZNF143 Zinc finger protein 143 (clone pHZ-1)"""
4766,"""ZNF148 Zinc finger protein 148 (pHZ-52)"""
4767,"""ZNF148 Zinc finger protein 148 (pHZ-52)"""
4768,"""PRSS7 Protease, serine, 7 (enterokinase)"""
4769,"""Actin bundling protein mRNA"""
4770,"""SOD3 Superoxide dismutase 3, extracellular"""
4771,"""CALMODULIN"""
4772,"""CALMODULIN"""
4773,"""Glutamate receptor flip isoform (GluR3-flip) mRNA"""
4774,"""Nuclear factor NF90 mRNA"""
4775,"""SLC15A2 Solute carrier family 15 (H+/peptide transporter), member 2"""
4776,"""SLC15A2 Solute carrier family 15 (H+/peptide transporter), member 2"""
4777,"""Gem GTPase (gem) mRNA"""
4778,"""MAGE-11 antigen (MAGE11) gene"""
4779,"""MAGE-4a antigen (MAGE4a) gene"""
4780,"""MAGE-5a antigen (MAGE5a) gene"""
4781,"""MAGE-8 antigen (MAGE8) gene"""
4782,"""MAGE-9 antigen (MAGE9) gene"""
4783,"""Density enhanced phosphatase-1 mRNA"""
4784,"""G2 protein mRNA, partial cds"""
4785,"""Sel-1 like mRNA"""
4786,"""NIMA-like protein kinase 1 (NLK1) mRNA"""
4787,"""Calcium dependent potassium channel alpha subunit (MaxiK) mRNA"""
4788,"""Hydroxyindole-O-methyltransferase promoter B-derived (HIOMT) mRNA"""
4789,"""ATP7B ATPase, Cu++ transporting, beta polypeptide (Wilson disease)"""
4790,"""ETV6 Ets variant gene 6 (TEL oncogene)"""
4791,"""ETV6 Ets variant gene 6 (TEL oncogene)"""
4792,"""CCNH Cyclin H"""
4793,"""MET Met proto-oncogene (hepatocyte growth factor receptor) {alternative products}"""
4794,"""MET Met proto-oncogene (hepatocyte growth factor receptor) {alternative products}"""
4795,"""FGFR2 Fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)"""
4796,"""IL8RA Interleukin 8 receptor, alpha"""
4797,"""IgG Fc receptor hFcRn mRNA"""
4798,"""TPMT Thiopurine S-methyltransferase"""
4799,"""ELAV-like neuronal protein 1 (hel-N1) mRNA"""
4800,"""Epidermal growth factor receptor kinase substrate (Eps8) mRNA"""
4801,"""Epidermal growth factor receptor kinase substrate (Eps8) mRNA"""
4802,"""OPRM1 Opioid receptor, mu 1"""
4803,"""Tumor necrosis factor type 2 receptor associated protein (TRAP3) mRNA"""
4804,"""Mitogen induced nuclear orphan receptor (MINOR) mRNA"""
4805,"""ACADSB Acyl-coA dehydrogenase"""
4806,"""MAP KINASE-ACTIVATED PROTEIN KINASE 2"""
4807,"""Guanylate cyclase mRNA, complete mature peptide"""
4808,"""Negative regulator of programmed cell death ICH-1S (Ich-1) mRNA"""
4809,"""GABPA GA-binding protein transcription factor, alpha subunit (60kD)"""
4810,"""GA BINDING PROTEIN BETA-2 CHAIN"""
4811,"""STD Sulfotransferase, dehydroepiandrosterone (DHEA) -preferring"""
4812,"""STD Sulfotransferase, dehydroepiandrosterone (DHEA) -preferring"""
4813,"""PTGER3 Prostaglandin E receptor 3 (subtype EP3) {alternative products}"""
4814,"""ANK3 Ankyrin G"""
4815,"""ANK3 Ankyrin G"""
4816,"""ANK3 Ankyrin G"""
4817,"""LDHC Lactate dehydrogenase C"""
4818,"""Cysteine protease CPP32 isoform alpha mRNA"""
4819,"""Neural-restrictive silencer factor, splice variant mRNA, partial cds"""
4820,"""Homolog of Drosophila discs large protein, isoform 2 (hdlg-2) mRNA"""
4821,"""Zinc finger/leucine zipper protein (AF10) mRNA"""
4822,"""TATA-binding protein associated factor 30 kDa subunit (tafII30) mRNA"""
4823,"""MUC8 Mucin 8, tracheobronchial"""
4824,"""Myosin-IC mRNA"""
4825,"""METALLOPROTEINASE INHIBITOR 3 PRECURSOR"""
4826,"""METALLOPROTEINASE INHIBITOR 3 PRECURSOR"""
4827,"""METALLOPROTEINASE INHIBITOR 3 PRECURSOR"""
4828,"""METALLOPROTEINASE INHIBITOR 3 PRECURSOR"""
4829,"""Ral guanine nucleotide dissociation stimulator mRNA, partial cds"""
4830,"""CENPA Centromere protein A (17kD)"""
4831,"""DTD Diastrophic dysplasia (sulfate transporter)"""
4832,"""Sialyltransferase SThM (sthm) mRNA"""
4833,"""(ard-1) mRNA"""
4834,"""MAP1A Microtubule-associated protein 1A"""
4835,"""Paxillin mRNA"""
4836,"""Protein tyrosine phosphatase PTPCAAX2 (hPTPCAAX2) mRNA"""
4837,"""Platelet-endothelial tetraspan antigen 3 mRNA"""
4838,"""DNA mismatch repair gene homologue (hPMS2) mRNA"""
4839,"""VSNL1 Visinin-like 1"""
4840,"""No cluster in current Unigene and no Genbank entry for U14755 (qualifier U14755)"""
4841,"""RPE-retinal G protein-coupled receptor (rgr) mRNA"""
4842,"""53K isoform of Type II phosphatidylinositol-4-phosphate 5-kinase (PIPK) mRNA"""
4843,"""53K isoform of Type II phosphatidylinositol-4-phosphate 5-kinase (PIPK) mRNA"""
4844,"""HLA-DMB Major histocompatibility complex, class II, DM beta"""
4845,"""Nip1 (NIP1) mRNA"""
4846,"""Nip3 (NIP3) mRNA"""
4847,"""CDX1 Caudal type homeo box transcription factor 1"""
4848,"""Cysteine-rich sequence-specific DNA-binding protein NFX1 mRNA"""
4849,"""Serine palmitoyltransferase (LCB2) mRNA, partial cds"""
4850,"""Ets domain protein ERF mRNA"""
4851,"""No cluster in current Unigene and no Genbank entry for U15688 (qualifier U15688)"""
4852,"""ATP2B3 ATPase, Ca++ transporting, plasma membrane 3"""
4853,"""CSTF3 Cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kD"""
4854,"""Protein tyrosine phosphatase mRNA"""
4855,"""GRIK5 Glutamate receptor, ionotropic, kainate 5"""
4856,"""ELL mRNA"""
4857,"""TIAM1 T-cell lymphoma invasion and metastasis 1"""
4858,"""Glioma pathogenesis-related protein (GliPR) mRNA"""
4859,"""SDF1 Stromal cell-derived factor 1"""
4860,"""Bak protein mRNA"""
4861,"""Bak protein mRNA"""
4862,"""(AF1q) mRNA"""
4863,"""No cluster in current Unigene and no Genbank entry for U16997 (qualifier U16997)"""
4864,"""No cluster in current Unigene and no Genbank entry for U16997 (qualifier U16997)"""
4865,"""P190-B (p190-B) mRNA"""
4866,"""180 kDa transmembrane PLA2 receptor mRNA"""
